Aeroport,Code_aeroport,Ville,Pays
Central Nebraska Regional Airport,GRI,Grand Island,United States
Memorial Field,HOT,Hot Springs,United States
Tri-State/Milton J. Ferguson Field,HTS,Huntington,United States
Kili Airport,KIO,Kili Island,Marshall Islands
Kirksville Regional Airport,IRK,Kirksville,United States
Jamestown Regional Airport,JMS,Jamestown,United States
Laramie Regional Airport,LAR,Laramie,United States
Arnold Palmer Regional Airport,LBE,Latrobe,United States
North Platte Regional Airport Lee Bird Field,LBF,North Platte,United States
Lebanon Municipal Airport,LEB,Lebanon,United States
Crater Lake-Klamath Regional Airport,LMT,Klamath Falls,United States
Lancaster Airport,LNS,Lancaster,United States
Lewistown Municipal Airport,LWT,Lewistown,United States
Lynchburg Regional Preston Glenn Field,LYH,Lynchburg,United States
Muskegon County Airport,MKG,Muskegon,United States
Frank Wiley Field,MLS,Miles City,United States
Northwest Alabama Regional Airport,MSL,Muscle Shoals,United States
Southwest Oregon Regional Airport,OTH,North Bend,United States
Owensboro Daviess County Airport,OWB,Owensboro,United States
Hattiesburg Laurel Regional Airport,PIB,Hattiesburg/Laurel,United States
Pocatello Regional Airport,PIH,Pocatello,United States
Pierre Regional Airport,PIR,Pierre,United States
Pellston Regional Airport of Emmet County Airport,PLN,Pellston,United States
Portsmouth International at Pease Airport,PSM,Portsmouth,United States
Reading Regional Carl A Spaatz Field,RDG,Reading,United States
Rhinelander Oneida County Airport,RHI,Rhinelander,United States
Southwest Wyoming Regional Airport,RKS,Rock Springs,United States
Rutland - Southern Vermont Regional Airport,RUT,Rutland,United States
San Luis County Regional Airport,SBP,San Luis Obispo,United States
Sheridan County Airport,SHR,Sheridan,United States
Adirondack Regional Airport,SLK,Saranac Lake,United States
Salina Municipal Airport,SLN,Salina,United States
Santa Maria Pub/Capt G Allan Hancock Field,SMX,Santa Maria,United States
Tupelo Regional Airport,TUP,Tupelo,United States
Quincy Regional Baldwin Field,UIN,Quincy,United States
Victoria Regional Airport,VCT,Victoria,United States
Valdosta Regional Airport,VLD,Valdosta,United States
Worland Municipal Airport,WRL,Worland,United States
Yakima Air Terminal McAllister Field,YKM,Yakima,United States
Ercan International Airport,ECN,Nicosia,Cyprus
Logroño-Agoncillo Airport,RJL,Logroño-Agoncillo,Spain
Île d'Yeu Airport,IDY,Île d'Yeu,France
Angers-Loire Airport,ANE,Angers/Marcé,France
La Môle Airport,LTT,La Môle,France
Syros Airport,JSY,Syros Island,Greece
Pécs-Pogány Airport,PEV,Pécs-Pogány,Hungary
Győr-Pér International Airport,\N,Győr,Hungary
Sármellék International Airport,SOB,Sármellék,Hungary
Aosta Airport,AOT,Aosta,Italy
Salerno Costa d'Amalfi Airport,QSR,Salerno,Italy
Corvo Airport,CVU,Corvo,Portugal
Banja Luka International Airport,BNX,Banja Luka,Bosnia and Herzegovina
Uşak Airport,USQ,Usak,Turkey
Kars Airport,KSY,Kars,Turkey
Şanlıurfa Airport,SFQ,Sanliurfa,Turkey
Kahramanmaraş Airport,KCM,Kahramanmaras,Turkey
Ağrı Airport,AJI,Agri,Turkey
Adıyaman Airport,ADF,Adiyaman,Turkey
Süleyman Demirel International Airport,ISE,Isparta,Turkey
Balıkesir Körfez Airport,EDO,Balikesir Korfez,Turkey
Samsun Çarşamba Airport,SZF,Samsun,Turkey
Žilina Airport,ILZ,Žilina,Slovakia
JAGS McCartney International Airport,GDT,Cockburn Town,Turks and Caicos Islands
Middle Caicos Airport,MDS,Middle Caicos,Turks and Caicos Islands
Salt Cay Airport,SLX,Salt Cay,Turks and Caicos Islands
Samaná El Catey International Airport,AZS,Samana,Dominican Republic
La Isabela International Airport,JBQ,La Isabela,Dominican Republic
Puerto Barrios Airport,PBR,Puerto Barrios,Guatemala
Quezaltenango Airport,AAZ,Quezaltenango,Guatemala
Utirik Airport,UTK,Utirik Island,Marshall Islands
Ahuas Airport,AHS,Ahuas,Honduras
Puerto Lempira Airport,PEU,Puerto Lempira,Honduras
Mili Island Airport,MIJ,Mili Island,Marshall Islands
Captain Rogelio Castillo National Airport,CYW,Celaya,Mexico
Ciudad Constitución Airport,CUA,Ciudad Constitución,Mexico
Guerrero Negro Airport,GUB,Guerrero Negro,Mexico
El Lencero Airport,JAL,Jalapa,Mexico
Alonso Valderrama Airport,CTD,Chitré,Panama
Enrique Adolfo Jimenez Airport,ONX,Colón,Panama
Jaqué Airport,JQE,Jaqué,Panama
Captain Ramon Xatruch Airport,PLP,La Palma,Panama
Aerotortuguero Airport,TTQ,Roxana,Costa Rica
Barra del Colorado Airport,BCL,Pococi,Costa Rica
Cabo Velas Airport,\N,Nicoya,Costa Rica
Islita Airport,PBP,Nandayure,Costa Rica
Puerto Jimenez Airport,PJM,Puerto Jimenez,Costa Rica
Tobias Bolanos International Airport,SYQ,San Jose,Costa Rica
(Duplicate,\N,Playa Samara,Costa Rica
Jérémie Airport,JEE,Jeremie,Haiti
Port-de-Paix Airport,PAX,Port-de-Paix,Haiti
Cayo Coco Airport,\N,Cayo Coco,Cuba
Alberto Delgado Airport,TND,Trinidad,Cuba
Congo Town Airport,COX,Andros,Bahamas
Arthur's Town Airport,ATC,Arthur's Town,Bahamas
New Bight Airport,TBI,Cat Island,Bahamas
Colonel Hill Airport,CRI,Colonel Hill,Bahamas
Nassau Paradise Island Airport,PID,Nassau,Bahamas
Enua Airport,AIU,Atiu Island,Cook Islands
Mangaia Island Airport,MGS,Mangaia Island,Cook Islands
Manihiki Island Airport,MHX,Manihiki Island,Cook Islands
Mauke Airport,MUK,Mauke Island,Cook Islands
Mitiaro Island Airport,MOI,Mitiaro Island,Cook Islands
Tongareva Airport,PYE,Penrhyn Island,Cook Islands
Cicia Airport,ICI,Cicia,Fiji
Malolo Lailai Island Airport,PTF,Malolo Lailai Island,Fiji
Vunisea Airport,KDV,Vunisea,Fiji
Mana Island Airport,MNF,Mana Island,Fiji
Moala Airport,MFJ,Moala,Fiji
Ngau Airport,NGI,Ngau,Fiji
Lakeba Island Airport,LKB,Lakeba Island,Fiji
Labasa Airport,LBS,Lambasa,Fiji
Matei Airport,TVU,Matei,Fiji
Koro Island Airport,KXF,Koro Island,Fiji
Rotuma Airport,RTA,Rotuma,Fiji
Savusavu Airport,SVU,Savusavu,Fiji
Kaufana Airport,EUA,Eua Island,Tonga
Lifuka Island Airport,HPA,Lifuka,Tonga
Mata'aho Airport,NFO,"Angaha, Niuafo'ou Island",Tonga
Kuini Lavenia Airport,NTT,Niuatoputapu,Tonga
Vanua Balavu Airport,VBV,Vanua Balavu,Fiji
Niue International Airport,IUE,Alofi,Niue
Pointe Vele Airport,FUT,Futuna Island,Wallis and Futuna
Maota Airport,MXS,Savaii Island,Samoa
Apataki Airport,APK,Apataki,French Polynesia
Ahe Airport,AHE,Ahe,French Polynesia
Hiva Oa-Atuona Airport,AUQ,Hiva-oa,French Polynesia
Ua Pou Airport,UAP,Ua Pou,French Polynesia
Ua Huka Airport,UAH,Ua Huka,French Polynesia
Mota Lava Airport,MTV,Ablow,Vanuatu
Sola Airport,SLH,Sola,Vanuatu
Torres Airstrip,TOH,Loh/Linua,Vanuatu
Siwo Airport,EAE,Sangafa,Vanuatu
Craig Cove Airport,CCV,Craig Cove,Vanuatu
Longana Airport,LOD,Longana,Vanuatu
Sara Airport,SSR,Pentecost Island,Vanuatu
Tavie Airport,PBJ,Paama Island,Vanuatu
Lamap Airport,LPM,Lamap,Vanuatu
Lamen Bay Airport,LNB,Lamen Bay,Vanuatu
Maewo-Naone Airport,MWF,Maewo Island,Vanuatu
Lonorore Airport,LNE,Lonorore,Vanuatu
Norsup Airport,NUS,Norsup,Vanuatu
Gaua Island Airport,ZGU,Gaua Island,Vanuatu
Redcliffe Airport,RCL,Redcliffe,Vanuatu
Santo Pekoa International Airport,SON,Santo,Vanuatu
Tongoa Airport,TGH,Tongoa Island,Vanuatu
Uléi Airport,ULB,Ambryn Island,Vanuatu
Valesdir Airport,VLS,Valesdir,Vanuatu
Southwest Bay Airport,SWJ,Malekula Island,Vanuatu
North West Santo Airport,OLJ,Olpoi,Vanuatu
Aneityum Airport,AUY,Anelghowhat,Vanuatu
Aniwa Airport,AWD,Aniwa,Vanuatu
Dillon's Bay Airport,DLY,Dillon's Bay,Vanuatu
Futuna Airport,FTA,Futuna Island,Vanuatu
Ipota Airport,IPA,Ipota,Vanuatu
Tiga Airport,TGJ,Tiga,New Caledonia
Île Art - Waala Airport,BMY,Waala,New Caledonia
Île des Pins Airport,ILP,Île des Pins,New Caledonia
Fayzabad Airport,FBD,Faizabad,Afghanistan
Dawadmi Domestic Airport,\N,Dawadmi,Saudi Arabia
Al-Jawf Domestic Airport,AJF,Al-Jawf,Saudi Arabia
Wadi Al Dawasir Airport,WAE,Wadi-al-dawasir,Saudi Arabia
Khoram Abad Airport,KHD,Khorram Abad,Iran
Bam Airport,BXR,Bam,Iran
Rafsanjan Airport,RJN,Rafsanjan,Iran
Bojnord Airport,BJB,Bojnourd,Iran
Sabzevar National Airport,AFZ,Sabzevar,Iran
Noshahr Airport,NSH,Noshahr,Iran
Dasht-e Naz Airport,SRY,Dasht-e-naz,Iran
Lar Airport,LRR,Lar,Iran
Ardabil Airport,ADU,Ardabil,Iran
Urmia Airport,OMH,Uromiyeh,Iran
Al Ain International Airport,AAN,Al Ain,United Arab Emirates
Bannu Airport,BNP,Bannu,Pakistan
Bahawalpur Airport,BHV,Bahawalpur,Pakistan
Chitral Airport,CJL,Chitral,Pakistan
Dalbandin Airport,DBA,Dalbandin,Pakistan
Dera Ghazi Khan Airport,DEA,Dera Ghazi Khan,Pakistan
Dera Ismael Khan Airport,DSK,Dera Ismael Khan,Pakistan
Jiwani Airport,JIW,Jiwani,Pakistan
Hyderabad Airport,HDD,Hyderabad,Pakistan
Khuzdar Airport,KDD,Khuzdar,Pakistan
Ormara Airport,ORW,Ormara Raik,Pakistan
Parachinar Airport,PAJ,Parachinar,Pakistan
Skardu Airport,KDU,Skardu,Pakistan
Sehwan Sharif Airport,SYW,Sehwan Sharif,Pakistan
Turbat International Airport,TUK,Turbat,Pakistan
Sulaymaniyah International Airport,ISU,Sulaymaniyah,Iraq
Kamishly Airport,KAC,Kamishly,Syria
Sayun International Airport,GXF,Sayun Intl,Yemen
Adak Airport,ADK,Adak Island,United States
Gustavus Airport,GST,Gustavus,United States
Skagway Airport,SGY,Skagway,United States
Holy Cross Airport,HCR,Holy Cross,United States
Haines Airport,HNS,Haines,United States
Kalskag Airport,KLG,Kalskag,United States
McGrath Airport,MCG,Mcgrath,United States
Mountain Village Airport,MOU,Mountain Village,United States
Aniak Airport,ANI,Aniak,United States
Chevak Airport,VAK,Chevak,United States
Wrangell Airport,WRG,Wrangell,United States
Balimo Airport,OPU,Balimo,Papua New Guinea
Baimuru Airport,VMU,Baimuru,Papua New Guinea
Kalaupapa Airport,LUP,Molokai,United States
Eniwetok Airport,ENT,Eniwetok Atoll,Marshall Islands
Matsu Nangan Airport,LZN,Matsu Islands,Taiwan
Hengchun Airport,HCN,Hengchun,Taiwan
Matsu Beigan Airport,MFK,Matsu Islands,Taiwan
Kushiro Airport,KUH,Kushiro,Japan
Okadama Airport,OKD,Sapporo,Japan
Saga Airport,HSG,Saga,Japan
Nagoya Airport,NKM,Nagoya,Japan
Iwami Airport,IWJ,Iwami,Japan
Fukushima Airport,FKS,Fukushima,Japan
Odate Noshiro Airport,ONJ,Odate Noshiro,Japan
Shonai Airport,SYO,Shonai,Japan
Miyakejima Airport,MYE,Miyakejima,Japan
Kunsan Air Base,KUV,Kunsan,South Korea
Mokpo Heliport,MPK,Mokpo,South Korea
Wonju/Hoengseong Air Base (K-38/K-46,WJU,Wonju,South Korea
Yangyang International Airport,YNY,Sokcho / Gangneung,South Korea
Sacheon Air Base/Airport,HIN,Sacheon,South Korea
Cheongju International Airport/Cheongju Air Base (K-59/G-513,CJJ,Chongju,South Korea
Subic Bay International Airport,SFS,Olongapo City,Philippines
Cuyo Airport,CYU,Cuyo,Philippines
Rajah Buayan Air Base,\N,General Santos City,Philippines
Camiguin Airport,CGM,Camiguin,Philippines
Jolo Airport,JOL,Jolo,Philippines
Sanga Sanga Airport,TWT,Sanga Sanga,Philippines
Surigao Airport,SUG,Sangley Point,Philippines
Tandag Airport,TDG,Tandag,Philippines
Naga Airport,WNP,Naga,Philippines
Basco Airport,BSO,Basco,Philippines
San Fernando Airport,SFE,San Fernando,Philippines
Tuguegarao Airport,TUG,Tuguegarao,Philippines
Virac Airport,VRC,Virac,Philippines
Calbayog Airport,CYP,Calbayog City,Philippines
Catarman National Airport,CRM,Catarman,Philippines
Moises R. Espinosa Airport,MBT,Masbate,Philippines
Roxas Airport,RXS,Roxas City,Philippines
General Enrique Mosconi Airport,TTG,Tartagal,Argentina
Las Heras Airport,LHS,Las Heras,Argentina
Antoine de Saint Exupéry Airport,OES,San Antonio Oeste,Argentina
Lago Argentino Airport,ING,El Calafate,Argentina
Gobernador Gregores Airport,GGS,Gobernador Gregores,Argentina
Santa Teresita Airport,SST,Santa Teresita,Argentina
Necochea Airport,NEC,Necochea,Argentina
Orlando Bezerra de Menezes Airport,JDO,Juazeiro Do Norte,Brazil
Coronel Horácio de Mattos Airport,LEC,Lençóis,Brazil
Macaé Airport,MEA,Macaé,Brazil
Frank Miloye Milenkowichi–Marília State Airport,MII,Marília,Brazil
Vitória da Conquista Airport,VDC,Vitória Da Conquista,Brazil
Santa Maria Airport,RIA,Santa Maria,Brazil
Toledo Airport,TOW,Toledo,Brazil
Ricardo García Posada Airport,ESR,El Salvador,Chile
Pucón Airport,ZPC,Pucon,Chile
Sorocaba Airport,SOD,Sorocaba,Brazil
San Cristóbal Airport,SCY,San Cristóbal,Ecuador
Camilo Ponce Enriquez Airport,LOH,La Toma (Catamayo,Ecuador
General Rivadeneira Airport,ESM,Esmeraldas,Ecuador
Port Stanley Airport,PSY,Stanley,Falkland Islands
Santa Ana Airport,CRC,Cartago,Colombia
La Jagua Airport,\N,Garzón,Colombia
Caucaya Airport,LQM,Puerto Leguízamo,Colombia
La Pedrera Airport,LPD,La Pedrera,Colombia
Reyes Murillo Airport,NQU,Nuquí,Colombia
Obando Airport,PDA,Puerto Inírida,Colombia
El Yopal Airport,EYP,Yopal,Colombia
Capitán de Av. Emilio Beltrán Airport,GYA,Guayaramerín,Bolivia
Puerto Rico Airport,PUR,Puerto Rico/Manuripi,Bolivia
Capitán Av. Selin Zeitun Lopez Airport,RIB,Riberalta,Bolivia
Reyes Airport,REY,Reyes,Bolivia
Capitán Av. German Quiroga G. Airport,SRJ,San Borja,Bolivia
Zorg en Hoop Airport,ORG,Paramaribo,Suriname
Mucuri Airport,MVS,Mucuri,Brazil
Caballococha Airport,\N,Caballococha,Peru
Mayor General FAP Armando Revoredo Iglesias Airport,CJA,Cajamarca,Peru
Alferez Fap David Figueroa Fernandini Airport,HUU,Huánuco,Peru
Maria Reiche Neuman Airport,NZC,Nazca,Peru
Santa Rosa Airport,SRA,Santa Rosa,Brazil
El Jagüel / Punta del Este Airport,\N,Maldonado,Uruguay
Escuela Mariscal Sucre Airport,MYC,Maracay,Venezuela
Juan Pablo Pérez Alfonso Airport,VIG,El Vigía,Venezuela
Ji-Paraná Airport,JPR,Ji-Paraná,Brazil
Codrington Airport,BBQ,Codrington,Antigua and Barbuda
La Désirade Airport,DSD,Grande Anse,Guadeloupe
Baillif Airport,BBR,Basse Terre,Guadeloupe
St-François Airport,SFC,St-François,Guadeloupe
Les Bases Airport,GBJ,Grand Bourg,Guadeloupe
Vance W. Amory International Airport,NEV,Charlestown,Saint Kitts and Nevis
Virgin Gorda Airport,VIJ,Spanish Town,British Virgin Islands
J F Mitchell Airport,BQU,Bequia,Saint Vincent and the Grenadines
Union Island International Airport,UNI,Union Island,Saint Vincent and the Grenadines
Kokshetau Airport,KOV,Kokshetau,Kazakhstan
Petropavlosk South Airport,PPK,Petropavlosk,Kazakhstan
Zhezkazgan Airport,DZN,Zhezkazgan,Kazakhstan
Ust-Kamennogorsk Airport,UKK,Ust Kamenogorsk,Kazakhstan
Kostanay West Airport,KSN,Kostanay,Kazakhstan
Ganja Airport,KVD,Ganja,Azerbaijan
Nakhchivan Airport,NAJ,Nakhchivan,Azerbaijan
Chulman Airport,NER,Neryungri,Russia
Polyarny Airport,PYJ,Yakutia,Russia
Chokurdakh Airport,CKH,Chokurdah,Russia
Cherskiy Airport,CYX,Cherskiy,Russia
Tiksi Airport,IKS,Tiksi,Russia
Komsomolsk-on-Amur Airport,KXK,Komsomolsk-on-Amur,Russia
Ugolny Airport,DYR,Anadyr,Russia
Okhotsk Airport,OHO,Okhotsk,Russia
Ujae Atoll Airport,UJE,Ujae Atoll,Marshall Islands
Mariupol International Airport,MPW,Mariupol International,Ukraine
Luhansk International Airport,VSG,Lugansk,Ukraine
Zaporizhzhia International Airport,OZH,Zaporozhye,Ukraine
Kryvyi Rih International Airport,KWG,Krivoy Rog,Ukraine
Kharkiv International Airport,HRK,Kharkov,Ukraine
Ivano-Frankivsk International Airport,IFO,Ivano-Frankivsk,Ukraine
Chernivtsi International Airport,CWC,Chernovtsk,Ukraine
Rivne International Airport,RWN,Rivne,Ukraine
Uzhhorod International Airport,UDJ,Uzhgorod,Ukraine
Solovki Airport,CSH,Solovetsky Islands,Russia
Cherepovets Airport,CEE,Cherepovets,Russia
Amderma Airport,AMV,Amderma,Russia
Kotlas Airport,KSZ,Kotlas,Russia
Petrozavodsk Airport,PES,Petrozavodsk,Russia
Hrodna Airport,GNA,Hrodna,Belarus
Mogilev Airport,MVQ,Mogilev,Belarus
Yeniseysk Airport,EIE,Yeniseysk,Russia
Kyzyl Airport,KYZ,Kyzyl,Russia
Spichenkovo Airport,NOZ,Novokuznetsk,Russia
Khatanga Airport,HTG,Khatanga,Russia
Igarka Airport,IAA,Igarka,Russia
Khankala Air Base,\N,Grozny,Russia
Nalchik Airport,NAL,Nalchik,Russia
Beslan Airport,OGZ,Beslan,Russia
Elista Airport,ESL,Elista,Russia
Aleknagik / New Airport,WKK,Aleknagik,United States
Mercer County Airport,BLF,Bluefield,United States
Mid Delta Regional Airport,GLH,Greenville,United States
Tri Cities Airport,PSC,Pasco,United States
Akutan Seaplane Base,KQA,Akutan,United States
Lopez Island Airport,LPS,Lopez,United States
Salekhard Airport,SLY,Salekhard,Russia
Khanty Mansiysk Airport,HMA,Khanty-Mansiysk,Russia
Nyagan Airport,NYA,Nyagan,Russia
Sovetskiy Airport,OVS,Sovetskiy,Russia
Izhevsk Airport,IJK,Izhevsk,Russia
Pobedilovo Airport,KVX,Kirov,Russia
Nadym Airport,NYM,Nadym,Russia
Raduzhny Airport,RAT,Raduzhnyi,Russia
Nefteyugansk Airport,NFG,Nefteyugansk,Russia
Kurgan Airport,KRO,Kurgan,Russia
Khudzhand Airport,LBD,Khudzhand,Tajikistan
Andizhan Airport,AZN,Andizhan,Uzbekistan
Fergana International Airport,FEG,Fergana,Uzbekistan
Namangan Airport,NMA,Namangan,Uzbekistan
Nukus Airport,NCU,Nukus,Uzbekistan
Urgench Airport,UGC,Urgench,Uzbekistan
Karshi Khanabad Airport,KSQ,Khanabad,Uzbekistan
Termez Airport,TMJ,Termez,Uzbekistan
Staroselye Airport,RYB,Rybinsk,Russia
Belgorod International Airport,EGO,Belgorod,Russia
Kursk East Airport,URS,Kursk,Russia
Lipetsk Airport,LPK,Lipetsk,Russia
Vorkuta Airport,VKT,Vorkuta,Russia
Bugulma Airport,UUA,Bugulma,Russia
Yoshkar-Ola Airport,JOK,Yoshkar-Ola,Russia
Cheboksary Airport,CSY,Cheboksary,Russia
Ulyanovsk East Airport,ULY,Ulyanovsk,Russia
Orsk Airport,OSW,Orsk,Russia
Penza Airport,PEZ,Penza,Russia
Saransk Airport,SKX,Saransk,Russia
Balakovo Airport,BWO,Balakovo,Russia
Hubli Airport,HBX,Hubli,India
Koggala Airport,KCT,Koggala,Sri Lanka
Weerawila Airport,WRZ,Wirawila,Sri Lanka
Battambang Airport,BBM,Battambang,Cambodia
Shillong Airport,SHL,Shillong,India
Lokpriya Gopinath Bordoloi International Airport,GAU,Guwahati,India
Dimapur Airport,DMU,Dimapur,India
Tezpur Airport,TEZ,Tezpur,India
Barisal Airport,BZL,Barisal,Bangladesh
Ban Huoeisay Airport,HOE,Huay Xai,Laos
Bharatpur Airport,BHR,Bharatpur,Nepal
Bhadrapur Airport,BDP,Chandragarhi,Nepal
Meghauli Airport,MEY,Meghauli,Nepal
Nepalgunj Airport,KEP,Nepalgunj,Nepal
Gan International Airport,GAN,Gan Island,Maldives
Hanimaadhoo Airport,HAQ,Haa Dhaalu Atoll,Maldives
Kadhdhoo Airport,KDO,Laamu Atoll,Maldives
Mae Sot Airport,MAQ,Tak,Thailand
Buon Ma Thuot Airport,BMV,Buonmethuot,Vietnam
Cat Bi International Airport,HPH,Haiphong,Vietnam
Cam Ranh Airport,CXR,Nha Trang,Vietnam
Co Ong Airport,VCS,Conson,Vietnam
Can Tho International Airport,VCA,Can Tho,Vietnam
Dien Bien Phu Airport,DIN,Dienbienphu,Vietnam
Phu Cat Airport,UIH,Phucat,Vietnam
Pleiku Airport,PXU,Pleiku,Vietnam
Vinh Airport,VII,Vinh,Vietnam
Banmaw Airport,BMO,Banmaw,Burma
Dawei Airport,TVY,Dawei,Burma
Kawthoung Airport,KAW,Kawthoung,Burma
Loikaw Airport,LIW,Loikaw,Burma
Mawlamyine Airport,MNU,Mawlamyine,Burma
Pathein Airport,BSX,Pathein,Burma
Pakhokku Airport,PKK,Pakhokku,Burma
Sumbawa Besar Airport,SWQ,Sumbawa Island,Indonesia
Tambolaka Airport,TMC,Waikabubak-Sumba Island,Indonesia
Bokondini Airport,BUI,Bokondini-Papua Island,Indonesia
Senggeh Airport,SEH,Senggeh-Papua Island,Indonesia
Tanjung Harapan Airport,TJS,Tanjung Selor-Borneo Island,Indonesia
Datadawai Airport,DTD,Datadawai-Borneo Island,Indonesia
Kalimarau Airport,BEJ,Tanjung Redep-Borneo Island,Indonesia
Warukin Airport,TJG,Tanjung-Borneo Island,Indonesia
Sampit(Hasan,SMQ,Sampit-Borneo Island,Indonesia
Dumatumbun Airport,LUV,Langgur-Kei Islands,Indonesia
Mali Airport,ARD,Alor Island,Indonesia
Belaga Airport,BLG,Belaga,Malaysia
Long Lellang Airport,LGL,Long Datih,Malaysia
Long Seridan Airport,ODN,Long Seridan,Malaysia
Mukah Airport,MKM,Mukah,Malaysia
Bakalalan Airport,BKM,Bakalalan,Malaysia
Lawas Airport,LWY,Lawas,Malaysia
Bario Airport,BBN,Bario,Malaysia
Tomanggong Airport,TMG,Tomanggong,Malaysia
Kudat Airport,KUD,Kudat,Malaysia
Radin Inten II (Branti,TKG,Bandar Lampung-Sumatra Island,Indonesia
Halim Perdanakusuma International Airport,HLP,Jakarta,Indonesia
Ranai Airport,NTX,Ranai-Natuna Besar Island,Indonesia
Pangsuma Airport,PSU,Putussibau-Borneo Island,Indonesia
Sintang(Susilo,SQG,Sintang-Borneo Island,Indonesia
Pendopo Airport,PDO,Talang Gudang-Sumatra Island,Indonesia
Malikus Saleh Airport,LSW,Lhok Seumawe-Sumatra Island,Indonesia
Pulau Pangkor Airport,PKG,Pangkor Island,Malaysia
Long Bawan Airport,LBW,Long Bawan-Borneo Island,Indonesia
Nunukan Airport,NNX,Nunukan-Nunukan Island,Indonesia
Long Apung Airport,LPU,Long Apung-Borneo Island,Indonesia
Albany Airport,ALH,Albany,Australia
Argyle Airport,GYL,Argyle,Australia
Aurukun Airport,AUU,Aurukun,Australia
Barcaldine Airport,BCI,Barcaldine,Australia
Badu Island Airport,BDD,Badu Island,Australia
Birdsville Airport,BVI,Birdsville,Australia
Broken Hill Airport,BHQ,Broken Hill,Australia
Hamilton Island Airport,HTI,Hamilton Island,Australia
Bedourie Airport,BEU,Bedourie,Australia
Bourke Airport,BRK,Bourke,Australia
Burketown Airport,BUC,Burketown,Australia
Boigu Airport,GIC,Boigu,Australia
Oakey Airport,OKY,Oakey,Australia
Boulia Airport,BQL,Boulia,Australia
Bathurst Airport,BHS,Bathurst,Australia
Blackwater Airport,BLT,Blackwater,Australia
Carnarvon Airport,CVQ,Carnarvon,Australia
Cobar Airport,CAZ,Cobar,Australia
Coober Pedy Airport,CPD,Coober Pedy,Australia
Coconut Island Airport,CNC,Coconut Island,Australia
Cloncurry Airport,CNJ,Cloncurry,Australia
Ceduna Airport,CED,Ceduna,Australia
Cooktown Airport,CTN,Cooktown,Australia
Cunnamulla Airport,CMA,Cunnamulla,Australia
Coonamble Airport,CNB,Coonamble,Australia
